160,1856,-8821,448
-492,1835,-8753,52
265,1885,-8577,505
-456,1771,-8431,53
-436,1901,-8431,-128
185,1931,-8541,384
-257,2059,-8440,449
354,1967,-8439,-254
-514,1852,-8650,329
419,1948,-8641,-308
219,1864,-7841,400
117,1123,-7999,448
-588,2151,-7981,-165
54,2086,-8123,-133
-480,2025,-8227,355
-379,1848,-8227,488
391,1986,-9071,-95
47,1900,-8951,-62
-328,2083,-8003,375
-145,2236,-7805,154
447,2152,-7991,412
-102,2228,-7938,120
450,2259,-8008,-60
-187,2334,-7937,671
47,2326,-7820,262
664,2269,-7962,186
30,2247,-7913,-56
6,2303,-7869,7
-13,2243,-7999,180
601,2179,-7921,-35
748,2377,-8004,113
-95,2292,-8110,698
38,2276,-7969,725
627,2349,-8008,172
582,2247,-8850,58
547,2336,-8781,-59
566,2348,-8853,683
710,2325,-7793,9
59,2268,-8698,-24
670,2359,-7802,156
516,2288,-7703,-59
453,2367,-7781,98
652,2407,-7827,69
568,2346,-8814,42
526,2427,-7807,-36
-23,2290,-7639,268
20,2376,-7674,116
-17,2335,-7683,-37
778,2480,-7762,268
747,2498,-7732,112
549,2317,-7722,77
575,2393,-7819,133
652,1659,-7770,873
-43,2503,-7730,171
746,2238,-7885,25
168,2521,-7759,104
730,2438,-7804,70
655,2279,-7627,94
556,2368,-7990,205
598,2280,-7824,155
506,2276,-8872,8
562,2211,-7915,76
259,2034,-8167,8
-301,2339,-8043,-67
-189,2064,-8331,-137
-213,2132,-8182,-233
597,2153,-7983,-177
243,2055,-8315,-219
159,1957,-8365,-377
-381,2124,-8258,-315
-208,2079,-8239,-38
-108,2063,-8313,491
175,1976,-8314,-253
242,1793,-8430,-405
209,2039,-8287,-282
448,2014,-8198,-77
241,1912,-8436,-366
-346,1784,-8276,-255
-284,2010,-9409,-375
257,1987,-8296,-414
485,2075,-8185,-168
-368,1955,-8392,-32
216,1812,-9256,-134
-434,1866,-8228,-319
-280,1917,-9166,-372
281,1890,-8249,-286
185,1856,-8221,-283
252,1952,-8187,-297
-451,1872,-9199,-327
-449,1749,-8360,-210
-80,1784,-9213,-110
-362,1925,-8177,-328
-465,1841,-8144,-167
299,1586,-8406,-331
-140,2121,-7907,120
-373,1767,-8335,-366
-273,1639,-9326,-290
93,1756,-8337,-363
-119,1768,-8326,-501
-473,1796,-8457,-281
-413,1046,-9254,282
-403,1760,-8245,-70
117,1810,-8380,-285
-450,1872,-8261,-180
210,1900,-9346,-71
119,1690,-8311,-183
241,1896,-8279,-163
113,1779,-8347,-205
145,1836,-8330,476
-442,1779,-8464,402
-587,1778,-8487,-284
68,1761,-8408,-340
-514,1647,-8411,-298
-648,1733,-8459,-374
-501,1756,-8447,-211
319,1123,-8427,-145
-271,1186,-8385,-131
-164,1899,-8460,-182
-650,1869,-8455,371
-610,1910,-8468,454
-3,2006,-8517,409
37,1953,-8478,-230
-22,1983,-8475,-227
-578,1875,-8467,-205
-97,1926,-8413,-284
-42,1806,-8352,-139
-356,1846,-8443,142
3,1804,-8392,-31
-373,1826,-8353,-137
-707,1771,-8374,-336
-106,1848,-8444,-67
-212,1750,-8421,-198
-30,1865,-8347,-105
-65,1740,-8379,-119
-160,1718,-8408,-210
-155,1806,-8458,-234
-764,987,-8364,-229
-95,1790,-8386,-22
-74,1805,-8367,-256
-744,1890,-8342,-299
-118,1920,-8338,-179
-465,1855,-8376,-78
-173,1782,-8507,-342
-792,1919,-8440,-229
-770,1645,-8492,-292
-84,1567,-8566,-58
2,1806,-8482,-269
-348,1723,-9413,-165
-659,1783,-9302,-124
-126,1765,-9200,-53
-830,1852,-9064,-242
-33,1773,-9090,-156
46,1850,-8916,-100
-82,1739,-8203,-155
-66,1859,-9021,-219
-263,1755,-8088,-61
-190,2109,-7971,20
-328,1605,-8215,-155
-304,1747,-8280,-266
-903,2080,-8117,57
-972,1967,-8201,-31
481,2172,-7825,455
-894,2062,-8207,9
713,2558,-7632,673
441,2416,-7591,562
-846,1678,-9412,-282
564,2121,-7867,360
353,2173,-7927,443
-215,1790,-9275,-271
-237,1793,-9241,-188
-439,1702,-9052,-253
-140,1837,-9011,-307
-66,1783,-8935,-345
-246,1783,-8854,-83
-896,1721,-8814,-209
-324,1688,-8759,-173
-668,2066,-8498,-109
-747,1807,-8678,-260
-809,1841,-8606,-154
-14,2090,-8332,-31
-709,2079,-8344,90
17,1886,-8495,-55
-260,1804,-8500,-71
-914,1746,-8574,-228
-174,1854,-8488,-134
-344,1703,-8556,-205
-112,1800,-8429,-193
-186,2291,-7980,450
403,2127,-8139,365
-240,2107,-8357,7
-163,2437,-7852,493
342,2343,-7881,512
371,2406,-7844,494
367,2509,-7794,529
148,2471,-7785,519
-222,2376,-7845,510
350,2441,-7795,462
-280,2381,-7876,576
293,2280,-7849,417
388,2468,-7882,381
