-181,4495,5482,9906
-196,4483,5453,9704
-123,4330,5488,11098
246,4443,5579,9700
363,4360,5796,11027
-264,4539,5637,11031
-189,4488,5648,11007
420,4460,5582,9581
392,4331,5423,9693
325,4554,5518,11075
335,4504,5616,9760
-397,4445,5467,9540
202,4429,6363,9685
243,4511,5558,9779
-345,4369,5519,9663
468,4498,5625,9833
-344,4070,5563,9687
475,4465,5539,9799
391,4575,5492,9660
-213,4518,5612,9756
-193,3828,5415,9701
-161,4660,5480,9670
-19,4543,5515,9829
609,4429,5563,9796
-259,4618,5479,9793
-180,4134,5455,9803
565,4561,5419,9696
510,4397,5465,9885
575,4445,6198,9984
-133,3914,6142,9937
-246,4654,5392,10043
-215,3949,5386,10241
474,4697,5407,9920
-167,4600,5552,10111
-243,4078,5637,9876
523,4608,5562,9956
-249,4592,5452,9947
177,4500,5412,9923
360,4558,5379,9771
384,4480,5472,10010
349,4488,5429,9667
-240,4631,5490,9953
-245,3870,5568,9703
-269,4562,6266,9994
566,4642,5532,10072
219,3876,6094,9783
-376,4544,6193,9763
-44,4458,6214,9823
339,4545,6199,9732
-384,4382,5470,9827
186,4267,6278,9803
-447,4316,5474,9870
38,4224,6063,9554
-343,4394,6150,9794
-320,4338,5791,9653
-190,4567,5660,9718
54,4449,5725,9974
83,4475,5667,9989
146,4643,5635,10619
86,4703,5606,10307
216,4688,5624,10212
626,4803,5450,10106
974,4862,5609,10098
739,5094,5537,9844
846,5019,6372,10128
626,5029,5639,10870
54,4978,5697,9932
749,4981,5683,9966
10,4859,5737,10584
64,4918,5647,10689
894,4926,5706,10625
-146,4869,5734,10798
618,4717,5658,10691
-426,4818,5523,10585
-47,4801,5688,10646
615,4810,5601,10700
30,4825,5676,10768
-1,4839,5594,10183
80,4733,5553,10042
-93,4750,5474,10645
524,4650,5448,9938
-62,4754,5459,9875
162,4750,5451,10650
153,4789,5499,10099
168,4810,5445,10087
26,4748,5494,10054
-15,4768,5579,9867
229,4746,5439,9838
663,4792,5442,9850
721,4894,6308,9861
774,4651,5327,9910
-113,4726,5338,9935
-72,4697,5365,9911
-290,4568,5362,9862
412,4706,5386,9877
774,4704,5377,9965
620,4698,5350,10088
-4,4644,5320,10004
490,4575,5323,9860
-95,4688,6130,9887
738,4690,5271,9914
-68,4577,5218,9864
605,4642,5278,9808
684,4572,5318,9906
-118,4655,5340,9874
-185,4631,5362,9896
570,4612,5425,10015
-79,4652,5344,10013
-112,4688,5437,10064
-86,4573,5384,9967
851,4624,5511,10009
72,4650,5474,10003
703,4744,5509,10090
741,4805,5566,10044
67,4666,5560,10034
32,4755,5445,10095
114,4644,5413,10142
870,4652,5514,10320
-155,4614,5482,10517
604,4595,5600,10573
619,4538,5490,10739
-96,4670,5519,9915
620,4642,5491,9812
-391,4683,5204,9949
135,4472,5242,9987
118,3904,5224,10148
316,4846,5315,10103
-235,4099,6236,10062
141,4095,5814,9991
-421,4283,5114,10041
-318,4156,5138,10047
493,5027,5149,10130
287,4962,5167,10074
455,4223,5126,9970
-257,5033,5157,10091
437,4299,5130,10048
-416,5036,5091,10059
270,4936,5188,10031
-294,4745,5179,10021
569,3905,5231,10039
487,4916,5280,10128
338,4761,5302,10103
199,4560,5310,9985
490,4546,5219,10129
480,4615,5154,10129
317,4590,5940,10088
357,4488,4977,10146
331,4636,5195,10165
248,4703,5975,10076
280,4533,5254,10270
263,4610,5240,10122
266,4653,5225,10117
1,4621,5120,10088
291,4438,5127,10190
76,4720,5138,10189
325,4576,5882,10128
176,4525,5127,10099
174,4699,5091,10106
50,4617,5786,10039
320,4515,5044,10065
310,4512,5101,10078
58,4636,5821,10114
150,4597,5091,10068
266,4551,5040,9969
70,4696,5102,10076
146,4605,5128,10077
221,4626,5235,10072
-622,4520,5177,9855
151,4513,5202,10000
241,4465,5956,10089
227,3750,6001,9897
257,4565,5892,9878
-69,4679,4890,9883
-498,4711,5003,9923
148,4688,5099,9822
394,4662,5104,9801
-357,4626,5745,9882
-424,3914,5047,9827
306,4714,5093,9729
250,3959,5116,9783
118,4786,5878,9877
-398,4798,5129,9879
-192,3993,5249,9902
405,4105,5150,9917
248,4898,5121,9813
213,4222,5129,9863
-335,4245,5125,10102
408,5008,5105,9764
571,4088,5987,9907
218,4991,5064,9989
-357,4177,5104,9905
527,4944,5136,10047
393,4873,5161,9828
290,4771,5886,9806
265,4749,5198,9967
335,4708,5870,9974
-427,4769,5168,10061
346,4646,5113,9995
387,4618,4988,10084
115,4686,5219,10125
